Cantidad de Procesos,Nombre,Hora de Inicio,Hora de Fin,Tiempo Total
200,Proceso(1),0,231.2693347727597,231.2693347727597
200,Proceso(2),6.077381706685207,231.2693347727597,225.1919530660745
200,Proceso(3),49.871086502050396,49.871086502050396,0.0
200,Proceso(4),49.871086502050396,97.21618021965013,47.34509371759973
200,Proceso(5),49.871086502050396,49.871086502050396,0.0
200,Proceso(6),49.871086502050396,49.871086502050396,0.0
200,Proceso(7),49.871086502050396,49.871086502050396,0.0
200,Proceso(8),49.871086502050396,49.871086502050396,0.0
200,Proceso(9),49.871086502050396,147.83233079132395,97.96124428927357
200,Proceso(10),57.3785524543445,279.3234881235955,221.94493566925098
200,Proceso(11),61.32037091652362,187.7851105824807,126.4647396659571
200,Proceso(12),61.32037091652362,61.32037091652362,0.0
200,Proceso(13),61.32037091652362,187.7851105824807,126.4647396659571
200,Proceso(14),69.01422973081236,69.01422973081236,0.0
200,Proceso(15),69.01422973081236,258.7114110398613,189.69718130904891
200,Proceso(16),69.01422973081236,312.3568980409758,243.34266831016345
200,Proceso(17),78.32472041048459,231.2693347727597,152.9446143622751
200,Proceso(18),97.21618021965013,97.21618021965013,0.0
200,Proceso(19),97.21618021965013,97.21618021965013,0.0
200,Proceso(20),97.21618021965013,279.3234881235955,182.10730790394535
200,Proceso(21),143.17290149577792,279.3234881235955,136.15058662781757
200,Proceso(22),143.17290149577792,253.87001319017622,110.6971116943983
200,Proceso(23),143.17290149577792,143.17290149577792,0.0
200,Proceso(24),143.17290149577792,253.87001319017622,110.6971116943983
200,Proceso(25),187.7851105824807,187.7851105824807,0.0
200,Proceso(26),231.2693347727597,231.2693347727597,0.0
200,Proceso(27),231.2693347727597,279.3234881235955,48.054153350835804
200,Proceso(28),253.87001319017622,317.82768763737664,63.95767444720042
200,Proceso(29),253.87001319017622,317.82768763737664,63.95767444720042
200,Proceso(30),253.87001319017622,279.3234881235955,25.453474933419272
200,Proceso(31),257.63053239544035,317.82768763737664,60.19715524193629
200,Proceso(32),257.63053239544035,340.6893289183197,83.05879652287933
200,Proceso(33),258.7114110398613,312.3568980409758,53.64548700111453
200,Proceso(34),258.7114110398613,258.7114110398613,0.0
200,Proceso(35),262.385861401922,262.385861401922,0.0
200,Proceso(36),262.385861401922,342.54023898050207,80.15437757858007
200,Proceso(37),279.3234881235955,338.6139722107997,59.29048408720422
200,Proceso(38),279.3234881235955,317.82768763737664,38.504199513781145
200,Proceso(39),312.3568980409758,317.82768763737664,5.470789596400834
200,Proceso(40),312.3568980409758,312.3568980409758,0.0
200,Proceso(41),312.3568980409758,317.82768763737664,5.470789596400834
200,Proceso(42),316.17245115036957,338.6139722107997,22.441521060430148
200,Proceso(43),317.82768763737664,317.82768763737664,0.0
200,Proceso(44),317.82768763737664,317.82768763737664,0.0
200,Proceso(45),317.82768763737664,430.0743542229033,112.24666658552667
200,Proceso(46),317.82768763737664,317.82768763737664,0.0
200,Proceso(47),317.82768763737664,317.82768763737664,0.0
200,Proceso(48),317.82768763737664,342.54023898050207,24.712551343125426
200,Proceso(49),326.88295408837405,342.54023898050207,15.657284892128018
200,Proceso(50),338.6139722107997,338.6139722107997,0.0
200,Proceso(51),338.6139722107997,366.9315188392094,28.317546628409673
200,Proceso(52),338.6139722107997,475.178085361184,136.5641131503843
200,Proceso(53),338.6139722107997,338.6139722107997,0.0
200,Proceso(54),338.6139722107997,475.178085361184,136.5641131503843
200,Proceso(55),338.6139722107997,338.6139722107997,0.0
200,Proceso(56),338.6139722107997,550.8913143630564,212.27734215225667
200,Proceso(57),340.19898747420706,485.83371546954675,145.6347279953397
200,Proceso(58),340.6893289183197,340.6893289183197,0.0
200,Proceso(59),340.6893289183197,496.56934761110034,155.88001869278065
200,Proceso(60),341.15557804369615,496.56934761110034,155.4137695674042
200,Proceso(61),342.54023898050207,461.23615713986175,118.69591815935968
200,Proceso(62),347.28764032201826,518.2171114233405,170.92947110132224
200,Proceso(63),359.7920605573944,475.178085361184,115.38602480378961
200,Proceso(64),366.9315188392094,366.9315188392094,0.0
200,Proceso(65),366.9315188392094,366.9315188392094,0.0
200,Proceso(66),423.63082849316964,550.8913143630564,127.26048586988674
200,Proceso(67),430.0743542229033,483.48093195733185,53.40657773442854
200,Proceso(68),430.0743542229033,430.0743542229033,0.0
200,Proceso(69),430.0743542229033,647.2887031685616,217.2143489456583
200,Proceso(70),461.23615713986175,496.56934761110034,35.333190471238595
200,Proceso(71),461.23615713986175,573.8393220370563,112.60316489719452
200,Proceso(72),461.23615713986175,496.56934761110034,35.333190471238595
200,Proceso(73),483.48093195733185,550.8913143630564,67.41038240572453
200,Proceso(74),483.48093195733185,632.1373881489546,148.6564561916228
200,Proceso(75),496.56934761110034,647.2887031685616,150.71935555746126
200,Proceso(76),496.56934761110034,647.2887031685616,150.71935555746126
200,Proceso(77),501.53050938557044,647.2887031685616,145.75819378299116
200,Proceso(78),518.2171114233405,518.2171114233405,0.0
200,Proceso(79),518.2171114233405,706.8347259123377,188.61761448899722
200,Proceso(80),542.6735933148802,647.2887031685616,104.61510985368136
200,Proceso(81),550.8913143630564,632.1373881489546,81.24607378589826
200,Proceso(82),564.555460025755,706.8347259123377,142.27926588658272
200,Proceso(83),572.2866981593394,572.2866981593394,0.0
200,Proceso(84),572.2866981593394,706.8347259123377,134.54802775299834
200,Proceso(85),572.2866981593394,706.8347259123377,134.54802775299834
200,Proceso(86),573.8393220370563,706.8347259123377,132.99540387528145
200,Proceso(87),575.5658799538363,647.2887031685616,71.72282321472528
200,Proceso(88),621.4923278239843,621.4923278239843,0.0
200,Proceso(89),621.4923278239843,621.4923278239843,0.0
200,Proceso(90),621.4923278239843,647.2887031685616,25.796375344577314
200,Proceso(91),621.4923278239843,706.8347259123377,85.34239808835343
200,Proceso(92),631.5403096849801,734.3720072026874,102.83169751770731
200,Proceso(93),632.1373881489546,632.1373881489546,0.0
200,Proceso(94),632.1373881489546,706.8347259123377,74.69733776338308
200,Proceso(95),632.1373881489546,632.1373881489546,0.0
200,Proceso(96),647.2887031685616,647.2887031685616,0.0
200,Proceso(97),647.2887031685616,724.3072726066978,77.01856943813618
200,Proceso(98),647.2887031685616,647.2887031685616,0.0
200,Proceso(99),671.7836048663785,734.3720072026874,62.588402336308945
200,Proceso(100),671.7836048663785,706.8347259123377,35.051121045959235
200,Proceso(101),706.8347259123377,763.1122482058713,56.27752229353359
200,Proceso(102),706.8347259123377,722.7627513373907,15.928025425052965
200,Proceso(103),706.8347259123377,790.3248766215103,83.49015070917255
200,Proceso(104),706.8347259123377,790.3248766215103,83.49015070917255
200,Proceso(105),706.8347259123377,706.8347259123377,0.0
200,Proceso(106),706.8347259123377,724.3072726066978,17.472546694360062
200,Proceso(107),706.8347259123377,724.3072726066978,17.472546694360062
200,Proceso(108),706.8347259123377,706.8347259123377,0.0
200,Proceso(109),706.8347259123377,706.8347259123377,0.0
200,Proceso(110),706.8347259123377,706.8347259123377,0.0
200,Proceso(111),706.8347259123377,769.283496441347,62.448770529009266
200,Proceso(112),706.8347259123377,769.283496441347,62.448770529009266
200,Proceso(113),722.7627513373907,743.9571193211267,21.194367983736015
200,Proceso(114),724.3072726066978,745.8110087301184,21.503736123420595
200,Proceso(115),724.3072726066978,745.8110087301184,21.503736123420595
200,Proceso(116),724.3072726066978,790.3248766215103,66.01760401481249
200,Proceso(117),724.3072726066978,724.3072726066978,0.0
200,Proceso(118),724.3072726066978,724.3072726066978,0.0
200,Proceso(119),724.3072726066978,795.6740981971028,71.36682559040503
200,Proceso(120),743.7215937300604,795.6740981971028,51.952504467042445
200,Proceso(121),743.7215937300604,769.283496441347,25.56190271128662
200,Proceso(122),745.8110087301184,863.826318630354,118.0153099002356
200,Proceso(123),758.6317303712108,863.826318630354,105.19458825914319
200,Proceso(124),763.1122482058713,863.826318630354,100.71407042448266
200,Proceso(125),763.1122482058713,795.6740981971028,32.5618499912315
200,Proceso(126),769.283496441347,805.37651328717,36.09301684582306
200,Proceso(127),782.2671218168908,805.37651328717,23.109391470279206
200,Proceso(128),790.3248766215103,790.3248766215103,0.0
200,Proceso(129),795.6740981971028,795.6740981971028,0.0
200,Proceso(130),795.6740981971028,875.1465356009938,79.47243740389104
200,Proceso(131),801.5926327483996,897.9274263893615,96.33479364096183
200,Proceso(132),805.37651328717,805.37651328717,0.0
200,Proceso(133),805.37651328717,897.9274263893615,92.55091310219143
200,Proceso(134),805.37651328717,805.37651328717,0.0
200,Proceso(135),805.37651328717,896.7913287771681,91.41481548999809
200,Proceso(136),863.826318630354,896.7913287771681,32.965010146814166
200,Proceso(137),863.826318630354,863.826318630354,0.0
200,Proceso(138),863.826318630354,897.5748102323566,33.74849160200267
200,Proceso(139),869.8215757985821,908.1965940745483,38.37501827596623
200,Proceso(140),869.8215757985821,869.8215757985821,0.0
200,Proceso(141),869.8215757985821,975.2820772954119,105.4605014968298
200,Proceso(142),869.8215757985821,897.9274263893615,28.10585059077937
200,Proceso(143),875.1465356009938,897.9274263893615,22.78089078836763
200,Proceso(144),881.417055978283,897.9274263893615,16.510370411078497
200,Proceso(145),894.0670413049215,897.9274263893615,3.8603850844399403
200,Proceso(146),896.7913287771681,896.7913287771681,0.0
200,Proceso(147),896.7913287771681,896.7913287771681,0.0
200,Proceso(148),896.7913287771681,908.1965940745483,11.405265297380197
200,Proceso(149),896.7913287771681,896.7913287771681,0.0
200,Proceso(150),896.7913287771681,975.2820772954119,78.49074851824378
200,Proceso(151),897.5748102323566,897.5748102323566,0.0
200,Proceso(152),897.5748102323566,978.550467570503,80.97565733814633
200,Proceso(153),897.5748102323566,908.1965940745483,10.62178384219169
200,Proceso(154),897.9274263893615,897.9274263893615,0.0
200,Proceso(155),897.9274263893615,897.9274263893615,0.0
200,Proceso(156),897.9274263893615,1023.7272188866862,125.79979249732469
200,Proceso(157),897.9274263893615,1033.088395250343,135.16096886098148
200,Proceso(158),897.9274263893615,1033.088395250343,135.16096886098148
200,Proceso(159),907.9256751099274,1033.088395250343,125.16272014041556
200,Proceso(160),908.1965940745483,1033.088395250343,124.89180117579463
200,Proceso(161),908.1965940745483,908.1965940745483,0.0
200,Proceso(162),908.1965940745483,908.1965940745483,0.0
200,Proceso(163),908.1965940745483,908.1965940745483,0.0
200,Proceso(164),908.1965940745483,908.1965940745483,0.0
200,Proceso(165),908.1965940745483,1114.2059180519177,206.00932397736938
200,Proceso(166),947.6102056914262,1114.2059180519177,166.59571236049146
200,Proceso(167),947.6102056914262,1074.1153517599353,126.50514606850902
200,Proceso(168),947.6102056914262,1074.1153517599353,126.50514606850902
200,Proceso(169),947.6102056914262,1074.1153517599353,126.50514606850902
200,Proceso(170),975.2820772954119,1134.1083327297654,158.82625543435347
200,Proceso(171),975.2820772954119,1051.590546500317,76.30846920490512
200,Proceso(172),975.2820772954119,1113.247439441118,137.9653621457062
200,Proceso(173),978.550467570503,978.550467570503,0.0
200,Proceso(174),978.550467570503,978.550467570503,0.0
200,Proceso(175),978.550467570503,978.550467570503,0.0
200,Proceso(176),1033.088395250343,1113.247439441118,80.15904419077515
200,Proceso(177),1051.590546500317,1113.247439441118,61.65689294080107
200,Proceso(178),1051.590546500317,1113.247439441118,61.65689294080107
200,Proceso(179),1067.1597579677662,1186.9350905639917,119.77533259622555
200,Proceso(180),1074.1153517599353,1184.5145570498978,110.39920528996254
200,Proceso(181),1074.1153517599353,1074.1153517599353,0.0
200,Proceso(182),1113.247439441118,1134.1083327297654,20.860893288647276
200,Proceso(183),1114.2059180519177,1114.2059180519177,0.0
200,Proceso(184),1114.2059180519177,1211.9685086229351,97.76259057101743
200,Proceso(185),1131.3208819727536,1131.3208819727536,0.0
200,Proceso(186),1131.3208819727536,1184.5145570498978,53.193675077144235
200,Proceso(187),1134.1083327297654,1186.9350905639917,52.82675783422633
200,Proceso(188),1145.4558634279485,1186.9350905639917,41.479227136043164
200,Proceso(189),1148.2060086627087,1186.9350905639917,38.72908190128305
200,Proceso(190),1157.2117126743644,1186.9350905639917,29.723377889627272
200,Proceso(191),1157.2117126743644,1211.9685086229351,54.7567959485707
200,Proceso(192),1157.2117126743644,1211.9685086229351,54.7567959485707
200,Proceso(193),1184.5145570498978,1211.9685086229351,27.45395157303733
200,Proceso(194),1184.5145570498978,1216.0976664240002,31.583109374102378
200,Proceso(195),1184.5145570498978,1184.5145570498978,0.0
200,Proceso(196),1184.5145570498978,1212.2781892864411,27.763632236543344
200,Proceso(197),1184.5145570498978,1219.2552545215044,34.74069747160661
200,Proceso(198),1186.9350905639917,1211.9685086229351,25.033418058943425
200,Proceso(199),1186.9350905639917,1211.9685086229351,25.033418058943425
200,Proceso(200),1211.9685086229351,1219.2552545215044,7.286745898569279
